ISO3,country_name,year,ag_harvester,ag_milkingmachine,ag_tractor,atm,aviationpkm,aviationtkm,bed_acute,bed_hosp,bed_longterm,cabletv,cellphone,cheque,computer,creditdebit,eft,elecprod,fert_total,internetuser,irrigatedarea,kidney_dialpat,kidney_homedialpat,loom_auto,loom_total,mail,med_catscanner,med_lithotriptor,med_mammograph,med_mriunit,med_radiationequip,newspaper,pctdaysurg_cataract,pctdaysurg_cholecyst,pctdaysurg_hernia,pctdaysurg_lapcholecyst,pctdaysurg_tonsil,pctdaysurg_varicosevein,pcthomedialysis,pctimmunizdpt,pctimmunizmeas,pctirrigated,pctmvbyarea,pest_total,pos,radio,railline,railp,railpkm,railt,railtkm,ship_all,ship_motor,ship_sail,ship_steam,ship_steammotor,shipton_all,shipton_motor,shipton_sail,shipton_steam,shipton_steammotor,spindle_mule,spindle_ring,steel_acidbess,steel_basicbess,steel_bof,steel_eaf,steel_ohf,steel_other,steel_stainless,surg_appendectomy,surg_breastcnsv,surg_cardcath,surg_cataract,surg_cholecyst,surg_corbypass,surg_corinterven,surg_corstent,surg_csection,surg_hernia,surg_hipreplace,surg_hysterectomy,surg_kneereplace,surg_lapcholecyst,surg_mastectomy,surg_pacemaker,surg_prostatetrans,surg_prostatextrans,surg_tonsil,surg_varicosevein,telegram,telephone,transplant_bonemarrow,transplant_heart,transplant_kidney,transplant_liver,transplant_lung,tv,txtlmat_artif,txtlmat_otherraw,txtlmat_synth,txtlmat_totalraw,vehicle_car,vehicle_com,visitorbeds,visitorrooms,xlpopulation,xlrealgdp,pctivprimeenroll,pctivsecenroll,pctivprivateinv,pctivpublicinv,pctivliteracy,INV
AZE,AZERBAIJAN,2000,0.0038608519402148563,,0.006265441467372475,,,,,0.019637578389172957,,3.057525906735751e-05,0.0039222,,,,,0.013435895399049845,0.0001154372646687155,9.577890413883198e-05,0.02653333090019891,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3255502336839968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004364189659325583,,,,,,0.008606507738427615,,,,,0.0014930841174150657,,0.004232434923449657,0.001291409480391236,0.0056492978885492,0.0022617522078241742,,,,,,0.12775505259069808
SYR,SYRIAN ARAB REPUBLIC,2000,0.0045412755110854335,0.0005408218451208686,0.020341955520240602,,,,,,,0.0,0.00027272727272727274,,0.0015402549037946247,,,0.017260642542809585,0.010677216366257016,0.00023839884413832536,0.022080694903191665,,,,,,,,,,,,,,,,,,,0.9333333333333332,0.9538461538461538,0.08828809909181505,0.025578215403916745,0.03848716105244412,,,,,,,,,,,,,,,,,,,,,,,0.0014420364061944867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007981670328844817,0.003728035279943625,0.01808803356842369,0.003687139527594395,0.013314915616002425,0.011733538662774542,,,,,0.6971496437054632,0.12465080261896996
GHA,GHANA,2000,1.6314810585049108e-05,,0.000739794595020272,,,,,,,7.422246113989638e-05,0.001146020909090909,,0.00034870254722175884,,,,0.0003429801868739355,0.0002309894630890557,0.0001824850818445592,,,,,,,,,,,,,,,,,,,0.7999999999999999,0.7692307692307693,0.0007384284294945355,0.10313216492399668,0.0010685381474714562,,,,,,,,,,,,,,,,,,,,,,,0.0005015778804154737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009113277260195708,0.003243199732660431,0.014416840325037532,0.003018393680095923,,,,,0.6472684085510689,0.12393753201137214
ARE,UNITED ARAB EMIRATES,2000,1.7274505325346113e-05,,7.520863103416451e-05,,,,,,,,0.012412818181818181,,0.0023628552973330766,,,0.028072908506899624,0.0010214006076383815,0.006814694688318663,0.001368638113834194,,,,,,,,,,,,,,,,,,,0.9333333333333332,0.923076923076923,0.13764799944797876,,,,,,,,,,,,,,,,,,,,,,,,,0.0018600179732073815,,,,,,,,,,,,,,,,,,,,,,,,,0.005182737029651875,,,,,,0.0029877710543145075,,,,,,,0.026222501300318276,0.0072923209392009814,0.001485384504272887,,,,,,,0.12301381101125897
ISL,ICELAND,2000,1.9193894805940126e-05,0.0033809868808185118,0.0018750074219043783,,,,,,0.0,1.683937823834197e-05,0.0019466481818181816,,0.0006682470574265133,,,0.005330373567466701,0.00061517833450037,0.0013513060068350174,,0.0,0.0025257840454641126,,,,0.0,0.0,0.0,0.00043782837127845885,0.0017226528854435831,,,,,,,,0.7953367875647668,0.9866666666666667,0.8769230769230771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009894969703393558,0.0,0.0,0.0,0.0,0.0,,,,,,0.0006811651360640036,,0.006371424798484355,0.0013903608962217552,,,,,,,0.996437054631829,0.12282286932044831
NAM,NAMIBIA,2000,,,0.0006522942486647343,,,,,,,0.00042361943005181347,0.0007931971818181819,,0.00048311970126875737,,,0.0007186111460487052,4.383693595014513e-06,0.0002538936570154796,0.00010949104910673552,,,,,,,,,,,,,,,,,,,0.7333333333333334,0.5384615384615384,0.00014180545951019113,0.21400135496426462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000593949486534504,,,,,,0.0004947269773659876,,,,,0.00028157454880087143,,0.0023068858926920763,0.00048760200553461206,0.000975444221151047,,,,,,0.7885985748218527,0.12016396843579727
BGR,BULGARIA,2000,0.005276401682152941,0.014432120055646827,0.005204395600732587,0.0003173383323860729,,,,0.01643432879758211,,0.013708730569948186,0.0067263800000000006,,0.002237973604661345,0.0,5.428505724856197e-06,0.02954396510065337,0.0044231468373696434,0.0034263431859535743,0.01458055803938028,,,,,,,,,,,,,,,,,,,0.92,0.8461538461538464,0.12794592591814785,,,0.0,,0.011535957464123918,,,,,,,,,,,,,,,,,,,0.016753625364413247,0.012539447010386841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008919657445489887,,0.06440954770483719,,0.00592614877668932,0.005227966555066955,,,,,0.9833729216152018,0.11996546747386136
KEN,KENYA,2000,0.0007466425079510709,0.00036394929199957824,0.0025377183784685816,,,,,,,0.00014270556994818654,0.001136439090909091,,0.0009016096156662333,,,0.0025353660393345823,0.00425379014148225,0.0007877523197250062,0.0015328746874942974,,,,,,,,,,,,,,,,,,,0.68,0.6307692307692309,0.003186222669572779,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.00039708248866225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022479435662926595,0.0036077802290817675,,,,,0.7933491686460807,0.11937376489491854
CMR,CAMEROON,2000,,,0.00010020872999288956,,,,,,,,0.0013483090909090908,,0.0002986621050756281,,,0.002241154720583833,0.001342403877289311,0.0003197285673247147,0.0005839522619025895,,,,,,,,,,,,,,,,,,,0.3866666666666667,0.23076923076923075,0.003564237223133091,0.8887846756283114,0.0071829508802247885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004761343870452446,,,,,,0.004579881050850717,,,,,,,0.008506911225317534,0.0033258896175409882,0.011744365105429344,0.0018474952745989772,,,,,0.7090261282660333,0.11908994660249797
MWI,MALAWI,2000,,,0.00029395949692300865,,,,,,,0.0,0.00044441172727272725,,6.180099357915584e-05,,,,0.0014507395583341028,0.0001171474474716276,0.0005292067373492217,,,,,,,,,,,,,,,,,,,0.68,0.6,0.007296780926065654,0.0,0.00819872171177173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6924241735753043e-05,,,,,,,0.03420443428743906,0.01022427496947914,,,,,,,0.5296912114014252,0.1170337258436779
GNB,GUINEA-BISSAU,2000,,,0.0,,,,,,,,0.0,,,,,,6.575540392521769e-05,2.3986795336753244e-05,0.00029197613095129473,,,,,,,,,,,,,,,,,,,0.24,0.3846153846153846,0.010404200561721626,0.5133120328144413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.469066229267945e-05,,,,,,,,,,,,,,,0.0006105009163277303,,,,,,0.2505938242280285,0.11666269601070083
GRC,GREECE,2000,0.005012485628571264,0.04726918982166484,0.05204833102464364,0.011545154612135278,,,,,,0.0,0.05390541818181818,0.00040572792362768495,0.004643679595456012,0.0019701102795458255,0.0002710408842830186,0.03895872730067735,0.013322044835249104,0.008329701660533395,0.026460336867461087,0.03379509449525704,,,,,0.044588744588744594,,,0.009194395796847636,,,,,,,,,,0.8533333333333334,0.8307692307692309,0.17009354860162118,,0.07008159146224828,0.020326929210660594,,0.0,,,,,,,,,,,,,,,,,,,,0.022717298167150828,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009115770282588879,0.007638116425658138,0.0018115942028985507,,,,,,,,,0.3185453683067296,0.07598102767184067,0.0077721265994865184,0.016088192960198373,,,,,0.9679334916864608,0.11611636281007165
NPL,NEPAL,2000,,,0.0009543787777493286,,,,,,,,9.614727272727273e-05,,0.0004371181918370668,,,,0.00212942300071425,0.0004134986570993354,0.020693808281173013,,,,,,,,,,,,,,,,,,,0.64,0.5692307692307692,0.23174502218335408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014431630019314326,,,,,,0.0006536228634584331,,,,,,,0.018491738599644803,0.0043559762955663345,0.018798145294194785,0.0028630647380177487,,,,,0.30522565320665085,0.1135957205996805
NZL,NEW ZEALAND,2000,0.0029731343054401256,0.06801770086089313,0.01582943765819073,,,,,,,0.0002779616580310881,0.014325081818181817,0.0059665871121718375,0.008746631126361086,0.026334195985171713,,,0.02374734494291262,0.012481079249187116,0.0051825763243854815,0.0029549479608918217,0.03914965270469375,,,,0.007575757575757576,,0.02205246468722975,,0.031007751937984496,,0.9537914691943128,0.0392156862745098,0.5459770114942529,0.03715170278637771,0.6178247734138972,0.1807542262678804,0.7435233160621761,0.88,0.7846153846153847,0.016528036329398685,,,,,,,,,,,,,,,,,,,,,,,,0.005918196263904008,0.004472402767037973,,,,0.014843135050039357,0.032059438667310196,,0.01470875718656451,0.028631531917270137,0.13818010235563138,0.002303262187678848,0.0261768117711704,0.012126547867551591,0.01723366029222799,0.013392562543197614,0.0019937858653739106,0.006303010246604893,0.005799721312092796,0.009354567229882826,0.0047826744820962195,0.011348383160463698,0.002425284063783061,0.03487889575643742,0.0,,,0.0063426274805325296,0.008204193254329991,0.007415647015202077,0.006038647342995169,0.014644351464435146,0.008569449264887013,,,,,0.010413375401431066,,,0.004543309132109897,0.002614880416048726,0.0074228281878263285,,,,,0.996437054631829,0.11285487942971759
KGZ,KYRGYZSTAN,2000,0.0026852258833510237,,0.005294812625299975,,,,,0.009073936931879377,,0.00013675647668393782,8.240830000000001e-05,,0.00014759542514918822,,,0.010640887870917727,0.000854323432420395,0.00041559439031940774,0.01954415226555229,,,,,,,,,,,,,,,,,,,1.0,0.9846153846153846,0.09990944651369078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001992778347699966,,,,,,0.0009329246752688719,,,,,,,0.0019091097738119943,0.000493212233712349,0.0033536316713993295,0.0011223525722262014,,,,,,0.11280023863182984
PNG,PAPUA NEW GUINEA,2000,0.00044913713845899894,,0.0002377092742658773,,,,,,,0.00025904896373056996,7.781264545454545e-05,,0.001726469043788147,,,,0.0003375444068161175,0.00035934120745375833,,,,,,,,,,,,,,,,,,,,0.43999999999999995,0.5230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003137165384659724,,,,,,0.0003322844957703289,,,,,,,0.0014081166809948714,0.0004248324960677585,0.0032518036708779497,,,,,,0.7161520190023754,0.11256045057609623
SVN,SLOVENIA,2000,0.0029923282002460657,,0.023785302483488997,0.001983436114458128,,,,0.0010211400888940798,,0.00414299481865285,0.011045363636363636,0.00031026252983293556,0.003389499247339693,0.0025529831433167794,0.004273915373383515,0.00968470108497779,0.0022035950963418954,0.002414610574708532,3.649701636891184e-05,,,,,,,,,,,,,,,,,,,0.9066666666666667,0.923076923076923,0.005753221499027713,,,0.006666028409260748,,,,,,,,,,,,,,,,,,,,,,0.010825722585633973,,,,,,,,,,,,,,,,,,,,,,,,,0.004165041005767902,,,,,,0.0030004959467499243,,,,,0.003921882922981576,,0.017706966202504695,0.0038832535908509373,0.0011683349102668504,0.0031177641965497165,,,,,0.997624703087886,0.10953383827812756
LTU,LITHUANIA,2000,0.007867577480954858,0.015296074449739284,0.02124612576591449,0.0005452113355092483,,,,0.008389577827074994,,0.002879931347150259,0.004521133636363636,1.591089896579155e-06,0.0014022550339431534,0.00014377530639683538,0.0010252500302700917,0.007845880342785607,0.004466983773319788,0.0017186129513384032,0.00010949104910673552,,,,,,,,,,,,,,,,,,,0.9333333333333332,0.9692307692307692,0.001967875763216884,,0.004518201426036713,0.0016263924241713041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059950077223827865,,,,,,0.006584979660395775,,,,,0.005160314196104945,,0.006601035403691557,0.001533543676236171,0.0024585948654865537,0.0026005032472883284,,,,,0.995249406175772,0.10765426530516606
KAZ,KAZAKHSTAN,2000,0.019834970892458528,0.0033197617662765267,0.010340249263486668,,,,,0.03173746484019621,,0.0008044138601036269,0.0016649427272727275,,,,,0.03763477636629898,0.001076927393175232,0.0007450637816182514,0.04286574572528696,,,,,,,,,,,,,,,,,,,0.9733333333333333,1.0,0.011327236098589795,,,,,,,,,,,,,,,,,,,,,,,,0.058706505011073155,,,,,,,,,,,,,,,,,,,,,,,,,,0.00907224076146765,,,,,,0.018278565924093798,,,,,0.004680794223148722,,0.008483195575953409,0.0021413997031457526,0.011266659198048761,0.01211075162464749,,,,,,0.10759166657474645
BEL,BELGIUM,2000,0.007058554814884482,0.0909294992806049,0.02207362904144829,0.023519201324329005,,,,,,0.049021204663212435,0.05111581818181818,0.001694510739856802,0.01425744568089736,0.017940826746869972,0.12743880346583183,0.06058325922885742,0.008499981880733141,0.024163193155112377,0.0007116918191937809,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.7384615384615385,0.02588599661086952,,,0.0372699059934792,,,,,,,,,,,,,,,,,,,,,0.110518874416626,0.05694998850550691,,,,0.04872305382290103,,0.038100322841674104,,,,0.026337432913236453,,0.019916666569104815,,0.0668308320685188,0.033904480451789856,,,0.04870417125223884,0.05272783490234002,0.124908480780964,,,,,,0.0396257221803567,0.04649042844120328,0.029588431590656286,0.0322061191626409,,,,,,,0.021940973200368096,,0.08513325230486467,0.015012238834731215,0.007533581445994282,0.026594324069789448,,,,,1.0,0.10715484455158229
LBR,LIBERIA,2000,,,6.375025234474886e-05,,,,,,,,1.35326e-05,,,,,,,4.6409357720704056e-07,3.649701636891184e-05,,,,,,,,,,,,,,,,,,,0.4133333333333334,0.27692307692307694,0.0011176430292566264,0.022526253916676713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5759566137549974e-06,,,,,,,,,,,,,,,0.0019017150521614026,,,,,,0.4477434679334917,0.10578748273699103
LVA,LATVIA,2000,0.005766805694444711,0.017207658581550152,0.011624212679175188,0.001167535937148242,,,,0.004143215837045102,,0.0023576411917098443,0.003569670909090909,2.386634844868735e-06,0.002053965082431329,0.0002992080700690898,0.0021537666780798628,0.0027266033965225693,0.001465293421069551,0.0011801941112070038,0.0003467216555046625,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.9692307692307692,0.008010108389172982,,,0.0013908496760388414,,,,,,,,,,,,,,,,,,,,,,2.0899078350644736e-05,0.02863518036444775,,,,,,,,,,,,,,,,,,,,,,,,0.0038117028284800785,,,,,,0.007841314884367801,,,,,0.0025608015475050237,,0.006058270428471715,0.0014845151604220355,0.0015040295012700385,0.0019896195474630725,,,,,0.997624703087886,0.10550210265303005
YEM,YEMEN,2000,5.0863821235741334e-05,,0.0013168802126508417,,,,,,,,0.00027756363636363636,,0.0001948614846244504,,,,0.00043977214145185593,0.00011188234820126682,0.009106005584043505,,,,,,,,,,,,,,,,,,,0.6933333333333334,0.5692307692307692,0.028156984043885693,0.24371040892959658,0.01689873292482636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017360810581990922,,,,,,0.020933567184022783,,,,,,,0.013668837906231556,0.0024624023240980035,0.013131774498159998,0.003932161853821109,,,,,0.36223277909738716,0.1042592453480475
ERI,ERITREA,2000,0.00011804245305653178,0.000972799042167097,9.250036614728267e-05,,,,,,,0.0,0.0,,3.0281790261186595e-05,,,,0.00031416470764270677,4.1612051234184586e-05,0.0003649701636891184,,,,,,,,,,,,,,,,,,,0.8533333333333334,0.8000000000000002,0.002772806753059993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00014997356596972,,,,,,0.0003830417643637414,,,,,,,0.004655274171771371,0.0010127681475636365,,,,,,,,0.10401509801939125
FIN,FINLAND,2000,0.03646648074180565,0.09522886287955319,0.04041286830093702,0.006626553534241494,,,0.011624160257774265,0.009835995096512219,0.022341330961629643,0.012296190414507772,0.0338704,2.3866348448687352e-05,0.012710680912733582,0.014365873182408118,0.07962294993082905,0.05116849702883344,0.008733778872467249,0.015524831951894625,0.001149656015620723,0.005589655256071229,0.003788676068196169,,,,0.017316017316017316,0.0012077294685990338,0.05376189103488037,0.021453590192644482,0.06459948320413436,,0.8590047393364928,0.1019607843137255,0.45114942528735635,0.11145510835913311,0.14199395770392748,0.5591677503250976,0.038860103626943004,1.0,0.9538461538461538,0.028895712484930672,,0.014781444373355143,0.019656000180447844,,0.022495456148441527,,,,,,,,,,,,,,,,,,,0.03821177883713074,0.020146711530021524,,,,0.0234090262665282,,,0.07053844179029953,0.07623284993577452,0.14438677361983232,0.002349287409500406,,0.009195009360084012,0.06112018791899482,0.014865188714960006,0.04714240893863795,0.015167671716428887,0.04502943797938714,0.02167626939427289,,0.025381330079316658,0.008879977083930107,0.0838884399502042,0.04824309507648932,,,0.009984928409947249,0.006381039197812215,0.013867259918427882,0.006038647342995169,0.008368200836820083,0.015067704511758368,,,,,,,0.0628852782411612,0.01329624078123647,0.0036291974937125706,0.012922364020914954,,,,,0.996437054631829,0.10345043115068413
MOZ,MOZAMBIQUE,2000,,,0.0011939630594371103,,,,,,,,0.000480384,,0.00037308626961750704,,,,0.0004135284291297024,0.0001633668851656541,0.0019343418675523275,,,,,,,,,,,,,,,,,,,0.5866666666666668,0.5692307692307692,0.0021844841026379515,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006978760627139855,,,,,,,0.00534087203520696,,0.014600981793523635,0.002761605275811009,,,,,0.333729216152019,0.10131807612201671
CHE,SWITZERLAND,2000,0.0037216962028717906,0.1904679299448634,0.023329467345808243,0.016589044570374592,,,0.03236647718636958,0.03810428911421964,0.04819545351470584,0.033912759067357516,0.04199872727272727,0.0002673031026252983,0.029062917344090607,0.009450312031273072,0.053683630692886376,0.04822638384132595,0.0025949128112568577,0.016831747865410116,0.0004379641964269421,,,,,,0.034361471861471864,0.03743961352657005,,0.03984238178633975,0.06287683031869079,,,,,,,,,0.9466666666666667,0.7076923076923078,0.015774907333932355,,,0.021373435012568293,,,,,,,,,,,,,,,,,,,,,,0.02087817927229409,,,,,,,,,,,,,,,,,,,,,,,,,0.027967942023543902,,0.016864175022789425,0.018168335187245088,0.015297906602254429,0.02510460251046025,0.016580029246266784,,,,,0.01656309275639942,,0.139637204463932,0.034261419558475045,0.005189775277868687,0.019850447562641198,,,,,0.996437054631829,0.10021233669524053
HUN,HUNGARY,2000,0.011514417494083481,0.01359537682357303,0.02353780150379762,0.007561480349019486,,,0.07451013770252607,0.023510449970668847,0.009575949982182773,0.02085559585492228,0.028019281818181817,2.386634844868735e-06,0.005401497187779043,0.0012318046521026167,0.03430727174406172,0.025572112297518254,0.012182985891520533,0.005773562779525716,0.003996423292395847,,,,,,0.012987012987012988,,0.030268088786393775,0.005691768826619965,,,,,,,,,,1.0,1.0,0.037544045445749664,,,0.005201229599922061,,0.034302688332474296,,,,,,,,,,,,,,,,,,,0.019531298875167347,0.004848586177349579,,,,0.03786520792956787,,0.03238677600460487,0.16068934492447778,0.25168010127147833,0.33225654241225366,0.004203303410268827,,0.0216727798922683,0.10957096093354808,0.023819033693270028,0.06909935530883439,,0.19295999196575403,0.03076109708465506,,0.006330079316656498,,0.2984908380107891,,,,0.006028636021100226,0.0036463081130355514,0.01942899517982944,0.005032206119162641,0.005230125523012552,0.01880626248414452,,,,,,,0.07703435804701628,0.014031668518448503,0.007453168644252543,0.009030202313193444,,,,,0.994061757719715,0.09967485299712944
BDI,BURUNDI,2000,0.0,0.0,3.145845785639568e-05,,,,,,,0.0,0.00015021290909090907,,1.2595077442181483e-05,,,,9.790249028865745e-05,3.728781819534796e-05,0.0013321410974652822,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6307692307692309,0.033675796518165955,0.15302893443404122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.530706066003554e-05,,,,,,0.0005950264034375432,,,,,,,0.00043011564074025167,0.00017342922758134527,0.004940864952706965,,,,,,0.3847980997624703,0.09877974048873894
BEN,BENIN,2000,,,3.458347022623631e-05,,,,,,,,0.0004923425454545455,,4.80769143796686e-05,,,,0.0010243230700350578,0.00011455598669147577,0.00020073359002901513,,,,,,,,,,,,,,,,,,,0.7333333333333334,0.5230769230769232,0.004301665614126144,0.1307812501180494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023663565941170258,,,,,,0.00020227214074942804,,,,,,,0.002366175016102387,0.0005824880386276406,0.004593597074256928,0.0008662060439999201,,,,,0.2589073634204275,0.09771544265369551
SWE,SWEDEN,2000,0.03838587022239966,,0.03437117771924514,0.00840760951362286,,,0.022864090950542603,0.007674383561809981,,0.022897694300518134,0.05785477272727273,4.7732696897374704e-05,0.027901809593488404,0.012539538209259129,0.07993547184935848,0.10706864759147582,0.00825104653378425,0.03259935203013959,0.002080329933027975,,,,,,,,,,,,,,,,,,,0.9866666666666667,0.8769230769230771,0.036401401453955984,,0.02153566081169324,0.027777005570694367,,0.06967012994059084,,,,,,,,,,,,,,,,,,,0.03951303129261915,0.04161006499613367,,,,0.03745179619132034,0.055036344755970926,,,0.0983952938548318,0.22812239120177127,0.00780627784025646,,0.013762074742524518,,0.048433424446289085,0.0345319663586588,,,0.03145163030577674,,0.054575960951799875,0.013405900887997708,,,,,0.012496860085405678,0.009115770282588878,0.020467185761957732,0.020933977455716585,0.03138075313807531,0.02149263101921902,,,,,0.01868203842469998,0.004216771612375258,0.10115209546626854,0.023359038748382487,0.006473279018741094,0.022265775264138803,,,,,0.996437054631829,0.09520048633052912
